route,seq,location,lat,lon,color,point_type
남미 우회,1.6923076923076923,경로점_1_9,1.2948999999999984,114.7689,red,intermediate
남미 우회,1.7692307692307692,경로점_1_10,-2.4700666666666677,113.17926666666666,red,intermediate
남미 우회,1.8461538461538463,경로점_1_11,-6.235033333333334,111.58963333333334,red,intermediate
남미 우회,2.0,인도네시아_남부,-10.0,110.0,red,waypoint
남미 우회,2.090909090909091,경로점_2_1,-13.0,113.0,red,intermediate
남미 우회,2.1818181818181817,경로점_2_2,-16.0,116.0,red,intermediate
남미 우회,2.2727272727272725,경로점_2_3,-19.0,119.0,red,intermediate
남미 우회,2.3636363636363638,경로점_2_4,-22.0,122.0,red,intermediate
남미 우회,2.4545454545454546,경로점_2_5,-25.0,125.0,red,intermediate
남미 우회,2.5454545454545454,경로점_2_6,-28.0,128.0,red,intermediate
남미 우회,2.6363636363636362,경로점_2_7,-31.0,131.0,red,intermediate
남미 우회,2.7272727272727275,경로점_2_8,-34.0,134.0,red,intermediate
남미 우회,2.8181818181818183,경로점_2_9,-37.0,137.0,red,intermediate
남미 우회,3.0,호주_남부,-40.0,140.0,red,waypoint
남미 우회,3.0625,경로점_3_1,-40.83812666666667,150.05216666666666,red,intermediate
남미 우회,3.125,경로점_3_2,-41.676253333333335,160.10433333333333,red,intermediate
남미 우회,3.1875,경로점_3_3,-42.51438,170.1565,red,intermediate
남미 우회,3.25,경로점_3_4,-43.35250666666666,180.20866666666666,red,intermediate
남미 우회,3.3125,경로점_3_5,-44.19063333333333,190.26083333333332,red,intermediate
남미 우회,3.375,경로점_3_6,-45.02876,200.31300000000002,red,intermediate
남미 우회,3.4375,경로점_3_7,-45.866886666666666,210.36516666666668,red,intermediate
남미 우회,3.5,경로점_3_8,-46.70501333333333,220.41733333333335,red,intermediate
남미 우회,3.5625,경로점_3_9,-47.54314,230.4695,red,intermediate
남미 우회,3.625,경로점_3_10,-48.38126666666666,240.52166666666668,red,intermediate
남미 우회,3.6875,경로점_3_11,-49.21939333333333,250.57383333333334,red,intermediate
남미 우회,3.75,경로점_3_12,-50.05752,260.62600000000003,red,intermediate
남미 우회,3.8125,경로점_3_13,-50.895646666666664,270.6781666666667,red,intermediate
남미 우회,3.875,경로점_3_14,-51.73377333333333,280.73033333333336,red,intermediate
남미 우회,4.0,마젤란해협,-52.5719,-69.2175,red,waypoint
남미 우회,4.0625,경로점_4_1,-46.35615333333333,-69.53896666666667,red,intermediate
남미 우회,4.125,경로점_4_2,-40.140406666666664,-69.86043333333333,red,intermediate
남미 우회,4.1875,경로점_4_3,-33.92466,-70.1819,red,intermediate
남미 우회,4.25,경로점_4_4,-27.708913333333335,-70.50336666666666,red,intermediate
남미 우회,4.3125,경로점_4_5,-21.493166666666667,-70.82483333333333,red,intermediate
남미 우회,4.375,경로점_4_6,-15.27742,-71.1463,red,intermediate
남미 우회,4.4375,경로점_4_7,-9.061673333333331,-71.46776666666666,red,intermediate
남미 우회,4.5,경로점_4_8,-2.8459266666666707,-71.78923333333334,red,intermediate
남미 우회,4.5625,경로점_4_9,3.369819999999997,-72.11070000000001,red,intermediate
남미 우회,4.625,경로점_4_10,9.585566666666665,-72.43216666666667,red,intermediate
남미 우회,4.6875,경로점_4_11,15.801313333333326,-72.75363333333334,red,intermediate
남미 우회,4.75,경로점_4_12,22.01706,-73.0751,red,intermediate
남미 우회,4.8125,경로점_4_13,28.23280666666666,-73.39656666666667,red,intermediate
남미 우회,4.875,경로점_4_14,34.44855333333334,-73.71803333333334,red,intermediate
남미 우회,5.0,뉴욕,40.6643,-74.0395,red,waypoint
