route,seq,location,lat,lon,color,point_type
남미 우회,2.090909090909091,경로점_2_1,-43.25474575564751,-70.03238910953958,red,intermediate
남미 우회,2.1818181818181817,경로점_2_2,-33.933354467952064,-70.62930502764227,red,intermediate
남미 우회,2.2727272727272725,경로점_2_3,-24.60965587162193,-71.10747904443674,red,intermediate
남미 우회,2.3636363636363638,경로점_2_4,-15.284657727853398,-71.51876066567505,red,intermediate
남미 우회,2.4545454545454546,경로점_2_5,-5.958973337463591,-71.89471485312946,red,intermediate
남미 우회,2.5454545454545454,경로점_2_6,3.3669571850470925,-72.25799770790849,red,intermediate
남미 우회,2.6363636363636362,경로점_2_7,12.692750027068788,-72.6283686485554,red,intermediate
남미 우회,2.7272727272727275,경로점_2_8,22.017990258052837,-73.02718811398181,red,intermediate
남미 우회,2.8181818181818183,경로점_2_9,31.3421284104202,-73.48273766392929,red,intermediate
파나마 경유,4.0,뉴욕,40.6643,-74.0395,blue,waypoint
남미 우회,3.0,뉴욕,40.6643,-74.0395,red,waypoint
