order_id,order_date,customer_code,customer_name,customer_region,product_code,product_name,order_qty,shipped_qty,qty_fill_rate,due_date,ship_plan_date,ship_actual_date,ship_delay_days,on_time,in_full,otif,transport_mode,transport_km
ORD-5046,2025-02-25,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),345,345,100.0,2025-03-01,2025-02-28,2025-02-28,0,True,True,True,트럭,81
ORD-5047,2025-02-25,CUS-LGE,LG에너지솔루션,오창,FG-CHG-01,충전기 (EV Charger),247,247,100.0,2025-02-27,2025-02-26,2025-02-26,0,True,True,True,트럭,81
ORD-5048,2025-02-25,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),220,220,100.0,2025-03-03,2025-03-01,2025-03-01,0,True,True,True,트럭,349
ORD-5049,2025-02-26,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),346,346,100.0,2025-02-28,2025-02-27,2025-02-27,0,True,True,True,트럭,179
ORD-5050,2025-02-26,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),71,71,100.0,2025-03-08,2025-03-07,2025-03-07,0,True,True,True,트럭,222
ORD-5051,2025-02-26,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),179,179,100.0,2025-03-03,2025-03-01,2025-03-01,0,True,True,True,컨테이너 트럭,329
ORD-5052,2025-02-26,CUS-SSE,삼성SDI,천안,FG-MTR-01,전기모터 (Electric Motor),396,396,100.0,2025-03-02,2025-02-28,2025-02-28,0,True,True,True,트럭,289
ORD-5053,2025-02-26,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),29,29,100.0,2025-03-08,2025-03-07,2025-03-07,0,True,True,True,트럭,171
ORD-5054,2025-02-26,CUS-LGE,LG에너지솔루션,오창,FG-BAT-01,배터리 팩 (Battery Pack),17,17,100.0,2025-03-01,2025-02-27,2025-02-27,0,True,True,True,트럭,124
ORD-5055,2025-02-27,CUS-KIA,기아자동차,광주,FG-CHG-01,충전기 (EV Charger),298,298,100.0,2025-03-03,2025-03-01,2025-03-01,0,True,True,True,트럭,264
ORD-5056,2025-02-27,CUS-SKI,SK이노베이션,서산,FG-MTR-01,전기모터 (Electric Motor),402,402,100.0,2025-03-02,2025-02-28,2025-02-28,0,True,True,True,트럭,258
ORD-5057,2025-02-27,CUS-SKI,SK이노베이션,서산,FG-INV-01,인버터 (Inverter),309,309,100.0,2025-03-03,2025-03-02,2025-03-03,1,True,True,True,트럭,251
ORD-5058,2025-02-28,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),361,361,100.0,2025-03-03,2025-03-02,2025-03-02,0,True,True,True,컨테이너 트럭,293
ORD-5059,2025-02-28,CUS-KIA,기아자동차,광주,FG-CHG-01,충전기 (EV Charger),321,254,79.0,2025-03-10,2025-03-08,2025-03-08,0,True,False,False,트럭,134
ORD-5060,2025-02-28,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),12,12,100.0,2025-03-10,2025-03-08,2025-03-08,0,True,True,True,트럭,267
ORD-5061,2025-02-28,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),307,307,100.0,2025-03-02,2025-02-28,2025-02-28,0,True,True,True,트럭,225
ORD-5062,2025-02-28,CUS-SKI,SK이노베이션,서산,FG-CHG-01,충전기 (EV Charger),113,113,100.0,2025-03-05,2025-03-03,2025-03-03,0,True,True,True,트럭,193
ORD-5063,2025-02-28,CUS-SSE,삼성SDI,천안,FG-INV-01,인버터 (Inverter),390,390,100.0,2025-03-09,2025-03-07,2025-03-07,0,True,True,True,트럭,355
ORD-5064,2025-03-01,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),340,340,100.0,2025-03-10,2025-03-09,2025-03-10,1,True,True,True,트럭,269
ORD-5065,2025-03-01,CUS-SSE,삼성SDI,천안,FG-CHG-01,충전기 (EV Charger),443,443,100.0,2025-03-09,2025-03-07,2025-03-07,0,True,True,True,트럭,176
ORD-5066,2025-03-01,CUS-EXA,수출(북미),부산항,FG-CHG-01,충전기 (EV Charger),288,288,100.0,2025-03-09,2025-03-07,2025-03-07,0,True,True,True,컨테이너 트럭,341
ORD-5067,2025-03-02,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),291,243,83.5,2025-03-08,2025-03-06,2025-03-06,0,True,False,False,트럭,314
ORD-5068,2025-03-02,CUS-KIA,기아자동차,광주,FG-MTR-01,전기모터 (Electric Motor),126,126,100.0,2025-03-10,2025-03-09,2025-03-09,0,True,True,True,트럭,213
ORD-5069,2025-03-02,CUS-EXP,수출(유럽),부산항,FG-MTR-01,전기모터 (Electric Motor),175,175,100.0,2025-03-11,2025-03-09,2025-03-09,0,True,True,True,컨테이너 트럭,323
ORD-5070,2025-03-02,CUS-HMC,현대자동차,울산,FG-INV-01,인버터 (Inverter),455,455,100.0,2025-03-09,2025-03-07,2025-03-07,0,True,True,True,트럭,219
ORD-5071,2025-03-02,CUS-SSE,삼성SDI,천안,FG-MTR-01,전기모터 (Electric Motor),287,287,100.0,2025-03-06,2025-03-05,2025-03-05,0,True,True,True,트럭,168
ORD-5072,2025-03-02,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),242,242,100.0,2025-03-08,2025-03-07,2025-03-07,0,True,True,True,트럭,348
ORD-5073,2025-03-02,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),195,195,100.0,2025-03-05,2025-03-04,2025-03-04,0,True,True,True,트럭,199
ORD-5074,2025-03-03,CUS-EXP,수출(유럽),부산항,FG-INV-01,인버터 (Inverter),441,441,100.0,2025-03-05,2025-03-04,2025-03-09,5,False,True,False,컨테이너 트럭,254
ORD-5075,2025-03-03,CUS-SSE,삼성SDI,천안,FG-INV-01,인버터 (Inverter),130,104,80.3,2025-03-08,2025-03-07,2025-03-07,0,True,False,False,트럭,91
ORD-5076,2025-03-03,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),139,139,100.0,2025-03-09,2025-03-08,2025-03-08,0,True,True,True,트럭,218
ORD-5077,2025-03-03,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),183,183,100.0,2025-03-07,2025-03-05,2025-03-05,0,True,True,True,컨테이너 트럭,291
ORD-5078,2025-03-03,CUS-HMC,현대자동차,울산,FG-INV-01,인버터 (Inverter),217,217,100.0,2025-03-05,2025-03-03,2025-03-03,0,True,True,True,트럭,231
ORD-5079,2025-03-04,CUS-EXP,수출(유럽),부산항,FG-INV-01,인버터 (Inverter),380,380,100.0,2025-03-13,2025-03-11,2025-03-11,0,True,True,True,컨테이너 트럭,274
ORD-5080,2025-03-04,CUS-HMC,현대자동차,울산,FG-BAT-01,배터리 팩 (Battery Pack),332,332,100.0,2025-03-11,2025-03-09,2025-03-09,0,True,True,True,트럭,228
ORD-5081,2025-03-04,CUS-HMC,현대자동차,울산,FG-BAT-01,배터리 팩 (Battery Pack),414,414,100.0,2025-03-11,2025-03-10,2025-03-10,0,True,True,True,트럭,96
ORD-5082,2025-03-04,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),177,177,100.0,2025-03-09,2025-03-08,2025-03-08,0,True,True,True,컨테이너 트럭,295
ORD-5083,2025-03-05,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),78,58,73.7,2025-03-15,2025-03-14,2025-03-14,0,True,False,False,컨테이너 트럭,337
ORD-5084,2025-03-05,CUS-EXA,수출(북미),부산항,FG-BAT-01,배터리 팩 (Battery Pack),432,318,73.6,2025-03-11,2025-03-10,2025-03-10,0,True,False,False,컨테이너 트럭,251
ORD-5085,2025-03-05,CUS-HMC,현대자동차,울산,FG-INV-01,인버터 (Inverter),236,236,100.0,2025-03-08,2025-03-07,2025-03-07,0,True,True,True,트럭,259
ORD-5086,2025-03-05,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),358,358,100.0,2025-03-10,2025-03-09,2025-03-09,0,True,True,True,트럭,104
ORD-5087,2025-03-05,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),425,425,100.0,2025-03-12,2025-03-11,2025-03-13,2,False,True,False,트럭,92
ORD-5088,2025-03-05,CUS-SSE,삼성SDI,천안,FG-CHG-01,충전기 (EV Charger),57,57,100.0,2025-03-15,2025-03-14,2025-03-14,0,True,True,True,트럭,340
ORD-5089,2025-03-05,CUS-KIA,기아자동차,광주,FG-MTR-01,전기모터 (Electric Motor),368,368,100.0,2025-03-15,2025-03-14,2025-03-16,2,False,True,False,트럭,148
ORD-5090,2025-03-05,CUS-EXP,수출(유럽),부산항,FG-BAT-01,배터리 팩 (Battery Pack),209,209,100.0,2025-03-14,2025-03-12,2025-03-12,0,True,True,True,컨테이너 트럭,325
ORD-5091,2025-03-06,CUS-SKI,SK이노베이션,서산,FG-MTR-01,전기모터 (Electric Motor),48,48,100.0,2025-03-16,2025-03-14,2025-03-14,0,True,True,True,트럭,382
ORD-5092,2025-03-06,CUS-LGE,LG에너지솔루션,오창,FG-BAT-01,배터리 팩 (Battery Pack),497,497,100.0,2025-03-09,2025-03-08,2025-03-10,2,False,True,False,트럭,94
ORD-5093,2025-03-06,CUS-LGE,LG에너지솔루션,오창,FG-BAT-01,배터리 팩 (Battery Pack),328,328,100.0,2025-03-12,2025-03-10,2025-03-10,0,True,True,True,트럭,384
ORD-5094,2025-03-06,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),13,13,100.0,2025-03-12,2025-03-10,2025-03-10,0,True,True,True,트럭,108
ORD-5095,2025-03-06,CUS-EXA,수출(북미),부산항,FG-BAT-01,배터리 팩 (Battery Pack),279,279,100.0,2025-03-08,2025-03-07,2025-03-07,0,True,True,True,컨테이너 트럭,306
ORD-5096,2025-03-06,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),195,195,100.0,2025-03-11,2025-03-09,2025-03-09,0,True,True,True,트럭,156
ORD-5097,2025-03-06,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),455,455,100.0,2025-03-08,2025-03-07,2025-03-07,0,True,True,True,트럭,268
ORD-5098,2025-03-07,CUS-HMC,현대자동차,울산,FG-INV-01,인버터 (Inverter),228,228,100.0,2025-03-14,2025-03-13,2025-03-13,0,True,True,True,트럭,275
ORD-5099,2025-03-07,CUS-KIA,기아자동차,광주,FG-MTR-01,전기모터 (Electric Motor),353,353,100.0,2025-03-13,2025-03-12,2025-03-12,0,True,True,True,트럭,332
ORD-5100,2025-03-07,CUS-EXP,수출(유럽),부산항,FG-INV-01,인버터 (Inverter),378,378,100.0,2025-03-15,2025-03-13,2025-03-13,0,True,True,True,컨테이너 트럭,261
ORD-5101,2025-03-07,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),30,30,100.0,2025-03-10,2025-03-09,2025-03-09,0,True,True,True,트럭,376
ORD-5102,2025-03-07,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),292,292,100.0,2025-03-12,2025-03-11,2025-03-11,0,True,True,True,컨테이너 트럭,310
ORD-5103,2025-03-07,CUS-EXP,수출(유럽),부산항,FG-INV-01,인버터 (Inverter),477,477,100.0,2025-03-14,2025-03-13,2025-03-13,0,True,True,True,컨테이너 트럭,319
ORD-5104,2025-03-07,CUS-SKI,SK이노베이션,서산,FG-MTR-01,전기모터 (Electric Motor),440,440,100.0,2025-03-17,2025-03-15,2025-03-15,0,True,True,True,트럭,334
ORD-5105,2025-03-07,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),481,481,100.0,2025-03-09,2025-03-07,2025-03-07,0,True,True,True,트럭,103
ORD-5106,2025-03-08,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),356,356,100.0,2025-03-18,2025-03-17,2025-03-17,0,True,True,True,컨테이너 트럭,267
ORD-5107,2025-03-08,CUS-SKI,SK이노베이션,서산,FG-MTR-01,전기모터 (Electric Motor),146,146,100.0,2025-03-12,2025-03-10,2025-03-12,2,True,True,True,트럭,132
ORD-5108,2025-03-08,CUS-LGE,LG에너지솔루션,오창,FG-INV-01,인버터 (Inverter),244,244,100.0,2025-03-10,2025-03-08,2025-03-08,0,True,True,True,트럭,94
ORD-5109,2025-03-08,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),110,110,100.0,2025-03-14,2025-03-13,2025-03-13,0,True,True,True,컨테이너 트럭,251
ORD-5110,2025-03-08,CUS-LGE,LG에너지솔루션,오창,FG-INV-01,인버터 (Inverter),253,253,100.0,2025-03-13,2025-03-11,2025-03-11,0,True,True,True,트럭,169
ORD-5111,2025-03-08,CUS-SSE,삼성SDI,천안,FG-INV-01,인버터 (Inverter),421,421,100.0,2025-03-17,2025-03-15,2025-03-18,3,False,True,False,트럭,129
ORD-5112,2025-03-08,CUS-EXP,수출(유럽),부산항,FG-MTR-01,전기모터 (Electric Motor),211,211,100.0,2025-03-12,2025-03-11,2025-03-11,0,True,True,True,컨테이너 트럭,325
ORD-5113,2025-03-09,CUS-SKI,SK이노베이션,서산,FG-INV-01,인버터 (Inverter),87,87,100.0,2025-03-18,2025-03-16,2025-03-16,0,True,True,True,트럭,250
ORD-5114,2025-03-09,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),57,57,100.0,2025-03-16,2025-03-15,2025-03-15,0,True,True,True,컨테이너 트럭,299
ORD-5115,2025-03-09,CUS-EXA,수출(북미),부산항,FG-BAT-01,배터리 팩 (Battery Pack),78,78,100.0,2025-03-14,2025-03-12,2025-03-12,0,True,True,True,컨테이너 트럭,284
ORD-5116,2025-03-09,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),451,451,100.0,2025-03-12,2025-03-11,2025-03-11,0,True,True,True,트럭,122
ORD-5117,2025-03-09,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),15,15,100.0,2025-03-16,2025-03-14,2025-03-14,0,True,True,True,컨테이너 트럭,315
ORD-5118,2025-03-10,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),422,380,90.1,2025-03-12,2025-03-10,2025-03-15,5,False,False,False,컨테이너 트럭,319
ORD-5119,2025-03-10,CUS-SSE,삼성SDI,천안,FG-CHG-01,충전기 (EV Charger),271,271,100.0,2025-03-13,2025-03-11,2025-03-11,0,True,True,True,트럭,369
ORD-5120,2025-03-10,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),212,212,100.0,2025-03-17,2025-03-15,2025-03-18,3,False,True,False,컨테이너 트럭,277
ORD-5121,2025-03-10,CUS-LGE,LG에너지솔루션,오창,FG-INV-01,인버터 (Inverter),416,416,100.0,2025-03-16,2025-03-14,2025-03-14,0,True,True,True,트럭,195
ORD-5122,2025-03-11,CUS-KIA,기아자동차,광주,FG-CHG-01,충전기 (EV Charger),388,320,82.4,2025-03-14,2025-03-12,2025-03-12,0,True,False,False,트럭,316
ORD-5123,2025-03-11,CUS-SKI,SK이노베이션,서산,FG-CHG-01,충전기 (EV Charger),397,397,100.0,2025-03-16,2025-03-15,2025-03-16,1,True,True,True,트럭,142
ORD-5124,2025-03-11,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),450,450,100.0,2025-03-17,2025-03-15,2025-03-15,0,True,True,True,컨테이너 트럭,288
ORD-5125,2025-03-11,CUS-EXP,수출(유럽),부산항,FG-INV-01,인버터 (Inverter),485,383,78.9,2025-03-17,2025-03-15,2025-03-15,0,True,False,False,컨테이너 트럭,274
ORD-5126,2025-03-11,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),165,165,100.0,2025-03-17,2025-03-16,2025-03-16,0,True,True,True,컨테이너 트럭,269
ORD-5127,2025-03-11,CUS-SSE,삼성SDI,천안,FG-CHG-01,충전기 (EV Charger),389,389,100.0,2025-03-20,2025-03-19,2025-03-19,0,True,True,True,트럭,369
ORD-5128,2025-03-11,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),67,67,100.0,2025-03-21,2025-03-19,2025-03-19,0,True,True,True,트럭,252
ORD-5129,2025-03-12,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),87,87,100.0,2025-03-22,2025-03-21,2025-03-21,0,True,True,True,트럭,106
ORD-5130,2025-03-12,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),333,333,100.0,2025-03-16,2025-03-15,2025-03-15,0,True,True,True,트럭,285
ORD-5131,2025-03-12,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),403,403,100.0,2025-03-16,2025-03-14,2025-03-14,0,True,True,True,트럭,337
ORD-5132,2025-03-12,CUS-LGE,LG에너지솔루션,오창,FG-MTR-01,전기모터 (Electric Motor),271,271,100.0,2025-03-21,2025-03-19,2025-03-19,0,True,True,True,트럭,280
ORD-5133,2025-03-13,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),211,211,100.0,2025-03-16,2025-03-14,2025-03-14,0,True,True,True,트럭,190
ORD-5134,2025-03-13,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),136,136,100.0,2025-03-22,2025-03-21,2025-03-21,0,True,True,True,컨테이너 트럭,282
ORD-5135,2025-03-13,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),297,297,100.0,2025-03-19,2025-03-18,2025-03-18,0,True,True,True,컨테이너 트럭,347
ORD-5136,2025-03-13,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),96,96,100.0,2025-03-17,2025-03-15,2025-03-15,0,True,True,True,트럭,163
ORD-5137,2025-03-14,CUS-HMC,현대자동차,울산,FG-INV-01,인버터 (Inverter),261,261,100.0,2025-03-22,2025-03-20,2025-03-20,0,True,True,True,트럭,218
ORD-5138,2025-03-14,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),172,172,100.0,2025-03-16,2025-03-14,2025-03-14,0,True,True,True,컨테이너 트럭,340
ORD-5139,2025-03-14,CUS-LGE,LG에너지솔루션,오창,FG-CHG-01,충전기 (EV Charger),43,43,100.0,2025-03-16,2025-03-15,2025-03-15,0,True,True,True,트럭,300
ORD-5140,2025-03-14,CUS-HMC,현대자동차,울산,FG-BAT-01,배터리 팩 (Battery Pack),453,453,100.0,2025-03-16,2025-03-15,2025-03-15,0,True,True,True,트럭,276
